44
175	88	156
135	95	328
169	102	343
208	106	174
231	129	24
90	144	305
159	151	329
279	168	233
145	196	307
258	201	239
185	211	349
160	232	302
137	233	107
101	243	287
206	245	62
252	246	253
172	252	338
143	257	288
158	264	307
212	268	238
90	277	110
185	277	56
123	278	287
181	282	62
293	282	63
71	290	118
183	295	84
175	296	117
179	297	101
140	299	297
254	305	246
151	306	307
74	314	297
88	316	294
229	316	238
111	317	300
290	320	235
196	323	128
221	325	228
131	333	307
274	343	218
90	346	311
246	349	212
107	355	318
