50
182	63	177
141	87	158
129	104	338
175	115	172
156	124	349
170	127	172
213	129	28
261	132	49
166	138	354
269	154	231
148	164	139
237	164	222
249	174	59
239	185	232
84	200	122
177	201	142
247	201	79
190	209	145
189	216	139
285	219	79
140	221	107
189	225	138
91	229	114
263	234	87
192	238	328
158	239	308
134	241	294
141	241	101
226	241	273
282	258	90
145	259	281
166	263	304
151	266	73
242	269	127
163	270	276
230	278	163
108	285	76
197	286	239
162	293	243
97	299	70
243	307	139
160	309	31
194	316	207
143	318	229
130	323	228
194	327	203
101	332	228
172	339	207
148	346	203
171	363	186
