41
213	40	169
186	50	340
268	65	191
275	73	20
241	76	14
150	85	330
297	85	204
218	118	15
250	151	51
207	153	10
277	158	58
299	169	55
215	170	49
173	175	325
302	193	66
201	194	56
279	209	69
191	212	134
248	212	76
250	233	264
328	258	245
264	262	103
279	271	96
301	274	70
290	275	84
135	278	315
278	304	135
156	305	329
263	308	300
297	312	253
289	318	211
268	325	340
242	329	325
232	330	333
303	330	183
160	335	340
174	344	343
194	352	349
187	359	174
166	361	354
234	363	357
