42
160	20	163
173	32	3
201	58	25
190	68	180
100	83	141
245	83	215
254	86	52
140	90	142
110	111	319
94	113	122
132	118	121
113	124	118
217	135	62
143	138	107
187	141	125
162	145	104
189	149	84
194	150	73
276	151	76
146	160	287
185	164	90
152	166	98
129	173	98
80	195	111
113	202	93
100	211	101
186	219	283
177	220	264
210	227	122
141	244	252
219	246	120
116	247	76
233	249	114
105	260	87
95	263	117
218	269	293
190	277	166
156	293	211
135	303	215
134	345	181
151	347	167
206	360	330
