40
210	108	200
187	110	24
197	130	200
195	154	32
181	171	194
148	176	357
265	182	53
169	185	184
220	187	55
206	206	55
181	211	201
186	233	207
122	237	114
234	243	66
70	254	107
172	255	48
104	258	294
283	259	62
172	264	66
130	265	101
242	267	248
167	270	79
74	276	277
148	276	96
158	280	93
237	294	83
175	296	93
154	301	278
130	304	271
108	305	90
80	307	98
254	314	79
170	317	87
160	318	277
213	318	270
179	323	277
213	327	118
188	330	278
197	349	300
134	353	250
