42
282	107	32
214	109	342
239	133	4
200	139	328
176	146	121
237	147	17
280	164	76
217	172	352
247	176	76
158	177	298
240	178	183
261	178	233
212	183	345
221	196	113
189	203	302
221	204	104
228	210	270
195	212	308
203	221	141
157	222	96
309	223	98
192	224	308
143	230	101
301	234	107
131	255	96
195	257	148
229	258	127
166	261	259
172	261	300
168	273	309
237	279	125
165	283	311
257	286	121
170	290	149
289	296	107
231	303	122
199	312	136
201	326	308
167	341	328
184	342	153
185	346	322
203	357	314
