44
294	61	28
226	67	339
250	92	359
212	98	326
163	102	121
188	108	117
241	112	1
290	118	68
247	122	32
268	127	208
175	134	297
229	140	338
248	141	205
262	147	83
140	149	117
161	150	110
204	165	298
327	173	93
212	182	293
175	184	93
317	186	101
162	190	96
201	193	273
151	199	111
153	216	93
250	216	124
185	219	256
212	219	138
192	221	298
128	224	124
258	238	122
280	239	114
191	242	319
179	246	276
315	246	104
254	262	118
224	270	134
194	300	325
216	302	315
235	310	311
203	323	333
148	333	6
202	348	352
246	348	318
