53
144	13	333
259	27	35
228	36	188
187	40	350
261	60	58
104	70	319
266	76	235
221	81	194
184	85	354
280	98	63
154	108	143
77	119	321
175	122	354
234	132	76
197	133	58
139	134	325
64	143	138
89	153	136
193	154	215
168	157	156
151	160	338
176	162	87
155	167	141
246	171	90
205	182	103
37	184	314
229	197	98
157	202	124
46	210	315
163	213	291
101	214	129
278	214	80
173	218	120
136	255	132
237	255	96
228	270	101
64	288	318
180	295	122
45	307	329
220	308	113
227	310	89
89	312	322
162	325	309
223	325	111
111	330	326
129	331	326
211	331	312
163	334	322
52	338	352
185	339	318
126	345	343
197	349	349
81	350	357
