41
208	21	18
249	40	212
232	41	200
136	42	345
193	49	177
190	61	3
210	65	191
201	71	20
261	77	37
151	85	349
208	87	195
117	118	330
137	152	339
208	152	200
283	160	225
274	163	48
109	180	135
120	189	322
128	201	328
256	208	240
149	212	343
248	215	58
154	223	8
233	223	246
234	237	63
215	251	249
111	261	136
183	273	214
157	275	325
108	278	318
120	283	326
219	283	228
242	290	229
141	298	352
274	302	225
255	310	214
160	311	183
104	313	338
224	314	211
168	329	184
134	336	357
