42
146	28	156
181	45	163
210	55	174
176	61	346
118	98	127
242	99	24
127	107	118
130	131	298
243	131	32
226	133	186
259	158	55
285	160	55
256	172	79
246	177	222
176	180	101
189	182	307
241	187	183
298	188	73
241	192	172
218	196	352
237	200	172
311	208	84
217	214	87
281	227	110
244	230	284
293	237	281
158	251	87
210	255	281
309	258	297
199	259	267
268	264	300
230	269	293
289	275	127
215	282	287
182	285	267
261	306	305
244	307	297
216	322	293
251	324	315
270	327	315
194	339	290
226	357	314
