43
236	10	203
97	23	319
124	25	139
199	31	17
174	52	357
170	64	145
235	82	224
148	91	316
183	93	153
271	117	66
180	118	3
50	121	107
201	125	197
181	144	84
162	160	84
275	188	79
101	199	86
125	208	80
247	212	86
65	222	90
318	226	82
116	233	83
158	243	75
181	258	262
150	259	259
223	262	274
111	263	262
95	273	82
200	276	270
62	277	90
168	277	252
230	289	105
289	292	281
249	295	281
103	306	253
156	311	242
135	313	248
183	317	218
226	327	297
223	337	312
191	340	172
212	340	298
132	345	212
