44
185	22	172
162	26	346
119	56	314
131	61	132
140	62	330
207	62	179
257	75	20
147	82	330
192	102	354
245	105	24
145	110	113
172	111	127
87	119	287
193	120	354
229	122	191
271	140	208
148	141	287
165	146	298
186	152	322
170	172	93
229	179	173
248	179	38
226	191	45
221	196	70
275	202	221
240	219	52
254	220	37
132	225	269
195	228	76
221	231	70
236	240	59
317	258	204
257	263	31
229	266	84
206	275	264
244	275	41
337	280	194
307	281	195
171	286	273
244	300	357
279	304	197
225	323	311
206	331	298
286	337	169
