45
178	63	338
235	64	35
223	71	28
259	104	232
235	108	68
202	127	104
196	128	127
104	133	301
205	133	101
150	137	305
194	138	118
246	139	87
284	143	79
233	172	101
158	179	302
254	182	87
290	183	79
166	189	121
142	190	125
232	201	111
101	209	307
127	216	305
187	219	305
245	219	94
149	233	307
170	239	311
268	245	253
211	247	314
230	251	6
182	255	328
110	258	325
286	258	248
256	259	208
129	261	332
176	271	338
214	271	346
253	277	201
279	280	232
154	282	349
208	288	354
116	296	343
269	298	208
126	316	354
231	316	186
196	332	8
