41
191	69	214
133	86	6
124	125	135
139	134	44
163	137	217
201	137	243
135	140	118
127	141	127
102	153	308
137	155	94
145	156	52
140	163	79
143	176	63
176	181	240
238	191	242
142	196	72
101	202	103
111	205	96
131	218	76
87	237	110
257	240	228
170	242	62
91	252	93
198	258	232
167	269	238
183	271	238
102	286	236
260	288	200
219	289	210
70	296	332
103	298	191
239	303	197
176	307	207
139	309	222
204	310	188
123	313	214
86	321	177
172	337	181
108	344	179
239	356	174
217	358	174
