45
208	14	166
272	26	200
192	35	149
242	43	18
259	68	203
199	72	340
282	97	235
353	101	242
349	120	68
296	121	79
152	130	110
194	130	110
219	135	110
230	141	98
284	141	84
333	149	79
254	160	107
194	165	94
227	170	283
220	175	270
208	181	70
228	184	298
222	190	284
176	191	82
292	191	93
218	194	253
221	199	314
144	201	87
168	206	84
217	208	240
194	209	45
208	211	242
232	211	155
322	217	82
279	222	117
293	226	96
199	235	238
251	237	138
275	251	118
188	261	27
143	283	242
179	286	238
254	292	319
250	322	6
230	325	8
