68
212	15	8
234	18	197
135	25	335
256	48	34
138	70	143
216	76	38
274	90	218
138	93	125
310	106	55
215	111	62
271	116	56
302	119	232
129	128	104
97	132	114
114	133	105
244	133	70
205	135	87
259	151	69
230	154	82
100	157	104
164	159	264
64	163	114
156	166	37
199	167	115
116	171	90
247	172	75
224	177	93
135	178	76
282	182	66
175	183	210
106	187	90
206	195	117
234	198	90
171	201	308
269	206	73
96	207	100
134	208	70
217	208	104
166	213	231
252	219	86
97	226	96
114	227	76
168	227	340
276	235	249
265	236	72
183	237	174
64	240	297
135	242	248
200	243	132
213	249	114
128	251	52
98	254	96
256	255	79
254	271	107
91	274	287
101	278	210
140	284	222
270	286	66
124	288	218
71	292	316
290	294	232
269	300	329
71	307	338
240	309	318
212	310	319
118	320	8
218	336	336
233	352	352
