47
260	39	4
343	46	42
192	47	322
198	60	139
146	66	315
213	89	323
234	89	350
138	90	128
303	98	58
232	112	357
278	113	70
244	118	98
250	121	90
127	127	120
332	136	68
318	142	82
118	151	122
221	152	121
153	171	304
311	175	94
266	177	114
127	192	305
174	192	311
332	196	86
157	218	323
338	221	93
211	222	142
241	225	298
154	251	336
124	257	158
331	264	307
134	279	345
219	279	326
308	285	318
324	288	332
299	299	340
238	300	335
263	300	325
189	303	346
280	303	332
286	315	353
159	338	352
192	342	357
155	344	155
176	346	163
254	346	357
223	347	357
