42
203	27	203
197	55	28
227	68	212
112	103	131
217	129	219
272	139	58
146	141	128
236	147	58
218	161	228
182	164	180
91	172	287
102	176	90
281	186	239
105	189	278
138	194	293
124	195	281
84	203	270
168	207	73
173	212	63
182	212	56
72	214	84
96	216	73
220	217	236
121	223	264
273	230	229
162	231	59
183	237	240
144	239	66
99	244	73
178	253	239
170	270	233
166	283	226
221	284	225
102	286	240
201	298	32
157	305	221
218	316	212
203	323	200
149	327	217
123	333	217
231	334	191
92	348	207
