41
291	17	210
174	57	128
127	64	304
283	81	221
213	93	131
306	103	58
282	110	225
255	117	197
157	119	290
134	124	98
167	145	274
189	146	284
204	147	293
147	154	276
135	167	82
240	167	73
285	169	239
252	171	59
185	172	267
172	173	79
108	182	84
210	193	66
163	196	76
134	212	256
233	221	238
228	235	232
282	235	226
164	238	243
265	253	35
116	255	222
218	258	225
280	271	217
263	278	203
208	281	224
177	287	221
294	294	191
134	299	204
156	300	212
195	310	203
222	318	197
145	332	188
