55
323	14	55
217	15	149
330	17	224
177	28	141
297	46	76
233	54	10
162	61	138
314	70	93
219	72	17
292	77	98
176	80	120
152	85	129
223	91	142
152	101	111
227	104	143
312	108	104
199	113	338
118	114	143
136	120	98
126	124	122
253	124	127
321	129	101
214	132	158
123	136	104
94	151	338
219	152	148
110	153	31
183	161	186
271	161	121
146	174	222
101	181	31
255	187	127
275	205	101
81	208	20
169	215	357
113	221	205
262	226	97
187	229	340
139	236	23
209	237	340
106	243	27
163	248	200
196	264	8
255	268	212
126	269	24
119	271	210
167	274	17
84	277	17
225	293	200
77	300	195
201	302	200
101	317	194
151	318	20
163	318	200
144	337	204
