51
216	15	6
240	18	188
138	39	323
263	47	204
93	81	312
208	90	174
144	111	323
289	112	235
243	123	49
194	129	11
284	142	63
194	150	25
150	153	329
233	162	55
223	164	217
250	182	238
301	185	245
201	192	53
240	193	66
141	194	316
178	199	166
266	199	76
148	213	323
261	219	250
179	221	76
77	223	125
171	229	113
179	234	107
228	241	86
158	243	125
209	246	107
64	258	305
259	259	79
217	276	107
237	279	84
125	283	314
94	284	319
139	289	321
103	295	319
149	309	335
129	313	332
213	314	152
202	315	304
209	326	17
234	326	246
255	326	250
112	331	352
161	333	339
172	338	352
237	357	214
195	360	17
