41
160	21	191
104	32	149
145	74	166
239	105	42
104	108	118
196	112	219
96	113	308
159	143	135
63	150	110
150	159	328
267	160	38
227	170	51
128	175	96
178	176	177
103	178	100
181	199	55
170	200	76
109	214	91
178	228	48
141	232	68
240	236	37
302	236	203
265	247	215
118	260	76
243	262	217
102	272	110
241	281	207
286	284	197
114	287	94
178	298	212
252	298	191
208	302	204
129	303	224
153	304	217
182	316	191
221	319	186
158	322	197
144	324	186
215	328	176
148	341	172
158	356	172
