43
272	14	45
165	25	163
268	26	221
194	44	188
234	55	52
112	63	122
287	66	53
247	96	68
187	98	58
181	99	87
83	107	108
186	107	56
246	115	79
100	129	87
217	137	139
268	140	70
235	142	107
112	158	66
262	158	93
205	162	158
231	172	132
169	177	20
303	177	222
271	178	83
321	188	197
275	190	149
256	191	302
206	195	322
144	200	31
132	205	228
306	206	186
253	209	329
293	218	163
169	219	197
283	234	346
117	239	204
168	247	188
276	250	158
109	257	188
273	267	340
229	285	343
249	346	333
205	350	174
