50
249	12	210
158	32	354
232	33	207
164	49	163
188	59	23
236	61	211
259	66	52
188	79	183
231	79	48
156	91	118
117	98	110
160	122	97
188	122	104
240	122	60
299	123	232
261	125	59
131	133	93
241	145	68
278	155	242
192	157	58
203	161	248
175	163	73
213	163	266
241	165	90
162	172	260
298	181	53
215	182	338
200	185	38
144	186	79
265	188	66
274	192	62
207	204	28
279	213	246
166	218	66
260	220	191
323	221	228
219	230	20
268	230	188
296	235	224
320	236	215
278	240	186
312	265	194
265	276	174
215	286	214
255	291	6
270	298	180
190	307	207
230	321	191
296	325	172
268	334	172
