41
197	19	330
225	22	346
229	32	156
278	53	11
218	55	139
179	71	134
301	76	200
238	80	336
201	102	117
149	110	125
168	111	117
190	124	297
241	138	107
172	147	107
198	153	101
280	154	84
126	165	117
311	166	96
287	177	273
277	182	262
247	191	76
261	195	60
165	197	98
145	198	107
121	207	114
233	211	76
282	213	225
201	225	84
253	225	42
267	225	236
126	226	98
226	228	76
109	234	108
133	282	248
148	282	248
148	307	229
207	307	239
188	321	233
135	327	218
173	343	215
198	355	217
