52
111	10	212
65	25	23
57	29	191
14	30	354
89	34	210
189	40	42
75	51	23
88	53	201
115	54	45
46	57	23
86	70	38
55	86	193
13	94	113
162	113	225
99	114	55
54	117	129
22	120	97
55	128	84
105	140	63
101	155	77
57	156	46
71	156	246
39	161	66
80	161	246
165	167	45
27	172	253
92	175	273
133	178	60
143	182	53
69	183	31
221	186	25
124	188	70
209	199	211
79	201	23
196	203	217
150	206	238
35	218	53
193	218	208
92	224	14
151	227	177
226	241	197
194	243	187
140	264	174
97	273	201
217	295	180
66	297	203
177	303	169
104	305	183
76	310	3
149	315	169
107	330	174
199	357	172
