48
255	39	197
163	40	349
133	43	340
137	49	149
188	52	349
183	63	349
155	67	160
133	74	330
165	83	149
216	88	176
154	121	135
247	132	31
235	140	176
173	149	117
218	152	118
187	154	107
149	159	118
103	168	118
239	172	52
284	186	233
199	195	77
156	200	93
128	203	104
82	208	295
108	211	110
167	218	83
92	240	114
124	242	98
265	245	60
151	252	82
252	254	59
330	260	228
271	267	242
165	275	259
127	277	93
205	308	66
110	310	122
117	310	113
121	320	44
296	321	218
109	329	293
139	335	229
314	337	190
184	341	232
128	349	183
160	349	212
285	351	203
198	356	211
