61
222	13	163
283	41	191
194	56	335
310	70	32
238	91	163
197	105	145
272	106	34
198	123	132
328	141	55
273	144	63
299	158	68
183	163	107
151	165	122
169	166	113
258	171	93
315	176	69
286	182	84
117	186	124
152	189	113
223	189	281
217	192	273
302	195	76
215	200	8
254	200	122
167	204	93
279	205	97
337	205	68
187	210	76
232	214	194
157	217	96
259	225	121
289	225	96
323	229	76
144	233	103
184	236	72
270	236	108
306	239	89
145	248	104
162	253	79
218	257	342
109	259	301
329	259	252
318	262	75
232	265	172
183	270	248
250	270	136
264	273	118
175	277	51
308	279	84
304	296	113
145	299	219
110	308	326
180	308	225
215	313	352
215	315	346
111	322	342
261	325	319
287	333	322
160	336	11
101	342	343
264	358	340
