42
121	27	146
166	37	352
119	42	328
165	42	163
181	51	0
110	70	330
220	73	181
196	109	3
215	124	186
113	127	328
143	156	142
189	156	8
246	174	35
85	177	131
240	186	210
210	189	30
130	199	314
67	204	308
151	216	328
207	216	49
182	247	63
106	251	298
162	258	111
206	258	56
136	261	128
121	272	309
167	277	90
181	280	73
155	291	117
248	292	235
209	294	53
233	295	232
163	300	84
116	309	318
87	312	322
244	319	53
158	323	338
231	323	233
132	337	342
149	343	14
105	347	357
228	347	224
