43
146	18	328
198	26	163
98	37	121
165	38	134
225	38	15
233	56	190
140	62	304
283	68	217
332	79	218
312	82	42
224	115	149
203	121	328
161	133	287
234	150	79
240	150	60
218	161	87
187	167	93
116	184	96
155	187	97
237	202	65
167	212	82
129	229	90
274	240	225
115	252	105
315	258	205
165	261	58
144	265	84
229	270	225
269	271	205
307	281	194
220	282	212
156	287	243
173	290	229
222	306	200
252	310	197
207	315	191
127	319	336
309	322	179
185	328	177
243	331	183
184	345	172
164	348	352
260	360	169
