43
189	48	349
155	58	134
233	63	191
150	70	316
214	72	20
243	74	38
222	79	188
275	104	62
295	117	239
112	120	308
98	131	129
283	131	246
212	133	44
104	135	316
115	136	129
179	150	336
149	157	311
215	164	208
186	179	17
265	185	79
105	186	301
224	196	259
235	198	87
134	208	302
213	209	86
190	211	101
182	215	118
195	231	107
200	233	267
241	237	90
150	244	302
227	256	100
124	288	322
198	300	316
157	301	326
187	301	316
234	301	330
208	304	322
251	307	224
163	309	343
123	316	333
198	316	356
177	328	6
