53
174	25	208
234	32	38
202	50	37
229	60	218
266	65	217
121	67	174
200	69	28
230	74	215
171	76	198
220	80	214
217	108	214
127	123	0
175	123	23
167	125	194
195	131	211
113	145	145
186	151	31
156	153	27
199	155	208
222	157	49
194	170	51
156	173	191
79	180	121
117	185	117
155	211	138
122	212	101
263	213	226
91	216	107
201	219	60
219	219	59
154	220	93
201	240	70
246	248	231
152	250	58
166	251	256
134	254	79
195	254	87
172	257	259
119	263	266
96	268	84
266	270	41
174	275	335
223	277	59
159	279	34
234	281	53
166	297	27
119	305	62
230	305	236
241	305	235
232	314	186
261	316	207
175	319	14
240	323	177
