54
208	20	336
233	42	353
196	52	321
228	61	357
273	64	63
171	67	113
254	72	200
236	75	46
216	89	326
252	94	80
160	95	293
229	96	152
229	104	79
148	111	107
194	115	297
221	116	113
318	118	90
226	121	104
308	130	96
200	133	314
213	136	139
166	142	87
192	143	273
153	151	90
188	154	264
142	160	108
244	161	117
188	164	316
184	169	259
206	170	139
180	173	248
145	174	87
186	177	321
254	185	117
276	186	110
185	188	319
312	192	98
175	200	270
152	205	250
161	205	245
253	208	114
223	219	127
157	222	179
228	233	301
196	252	321
237	261	305
207	276	325
302	279	294
149	291	0
252	298	316
207	301	349
272	313	338
216	336	352
227	353	354
