55
203	13	188
161	27	357
180	48	11
152	76	143
276	76	53
240	83	58
254	85	53
196	90	45
93	96	314
165	97	14
146	114	335
145	117	107
128	129	110
198	129	68
158	135	96
164	137	87
172	145	96
303	152	70
278	153	73
221	155	82
195	165	98
185	178	114
103	179	83
156	181	293
252	181	83
274	184	84
167	188	295
137	197	13
204	198	297
116	203	58
167	205	160
143	210	357
134	214	27
166	226	163
315	232	82
176	234	141
308	240	262
218	250	114
273	255	110
164	259	165
132	265	6
173	266	145
221	267	117
139	281	203
209	291	298
218	296	121
257	297	294
237	310	297
223	312	294
258	326	307
282	328	314
233	335	314
193	338	318
209	354	153
248	360	329
