42
188	24	17
229	30	205
150	37	172
144	77	353
120	88	160
154	93	169
251	115	45
183	129	20
101	134	138
158	138	160
124	141	328
283	149	229
229	165	226
126	172	128
187	173	186
109	198	307
206	198	214
164	205	125
198	208	194
242	218	239
184	221	110
188	223	96
186	244	80
172	245	101
163	265	104
176	265	82
222	289	233
286	292	214
149	296	125
177	296	97
124	297	131
168	306	297
219	310	205
272	315	198
134	317	307
243	317	197
153	318	308
221	327	186
155	334	336
114	339	323
190	340	166
228	350	172
