61
206	36	18
173	71	177
283	85	228
164	93	160
105	102	150
120	112	141
134	113	138
95	121	145
280	124	66
232	128	76
94	150	121
214	152	103
80	154	127
110	160	113
137	161	86
146	162	298
150	162	312
58	164	136
152	164	319
186	166	132
270	168	260
152	169	333
48	179	132
222	183	110
252	187	93
86	189	104
60	190	115
199	193	118
164	194	152
288	198	94
121	202	346
114	205	284
273	207	274
181	209	131
156	210	149
222	210	110
70	213	285
202	218	117
106	220	14
60	221	90
155	233	142
114	236	205
173	237	128
223	244	107
29	249	256
121	251	160
196	254	110
45	255	259
177	258	120
130	263	148
64	268	233
185	276	293
178	280	110
72	284	11
158	291	113
148	302	142
97	310	349
110	328	352
81	338	8
166	340	264
153	342	203
