42
264	28	58
226	44	211
247	56	66
160	57	136
172	65	346
188	68	160
245	84	84
166	85	338
211	86	208
160	91	122
235	97	114
186	98	28
267	100	87
211	101	214
216	104	270
207	105	205
183	107	101
176	110	121
309	115	68
280	120	84
141	130	297
265	130	107
196	135	318
157	140	305
229	155	148
265	155	121
164	161	322
141	162	318
235	168	311
200	177	333
300	184	243
281	186	221
279	195	177
236	196	329
209	198	160
152	201	332
163	206	340
291	215	174
151	218	349
259	219	160
168	230	349
183	243	352
