47
173	20	186
98	33	142
64	72	300
92	83	305
202	102	197
241	116	37
76	120	96
317	124	191
170	127	104
205	138	30
146	142	82
192	150	27
191	155	59
200	160	28
191	165	68
296	167	208
207	170	37
204	176	46
250	185	217
131	189	252
216	205	35
151	208	70
306	212	203
200	213	48
269	216	204
332	220	186
257	235	201
105	240	93
311	243	193
358	245	169
282	251	190
241	257	200
289	267	177
225	268	145
313	268	172
357	280	150
268	288	177
178	295	276
214	312	311
191	313	293
234	313	340
351	316	325
166	317	291
258	319	166
327	322	153
205	342	307
327	346	333
