44
209	19	8
241	23	198
241	62	24
229	73	191
113	75	145
117	97	330
141	98	150
256	114	38
241	127	211
160	128	139
211	133	28
169	141	135
301	149	52
100	166	125
147	166	120
159	174	98
131	191	104
166	193	271
295	197	235
152	208	70
104	212	118
121	218	107
142	223	52
267	232	226
104	235	293
296	235	228
157	240	236
253	244	218
113	249	321
141	251	221
296	255	204
223	258	210
265	259	204
247	263	203
119	266	8
158	267	200
206	269	201
96	274	340
256	276	191
240	282	188
275	285	180
213	295	190
193	312	183
236	320	177
