52
249	51	214
141	60	177
218	62	200
100	69	340
156	72	174
109	82	340
128	99	152
87	110	132
105	113	328
194	114	31
243	115	45
144	119	149
271	123	52
292	125	45
269	134	228
193	135	45
112	142	319
263	156	59
181	159	200
168	191	104
317	191	52
146	196	93
111	199	90
169	204	82
286	206	62
219	210	79
199	212	84
211	220	87
259	230	72
284	230	68
169	231	253
179	234	262
203	234	267
175	235	256
301	241	59
176	247	228
182	247	284
244	251	84
214	261	93
156	269	48
196	269	142
278	269	82
301	281	73
235	284	98
315	284	62
134	302	55
122	304	58
172	305	23
230	312	281
159	333	229
239	333	121
191	359	186
