54
166	77	142
244	90	41
170	99	128
244	122	65
301	133	56
156	138	107
270	140	73
126	144	118
143	145	108
230	150	93
127	163	105
257	163	84
286	164	72
197	166	278
94	169	115
199	171	290
199	174	314
226	180	118
273	182	77
143	185	89
250	187	94
163	190	82
308	195	68
195	198	32
133	201	93
230	201	115
260	213	96
290	216	75
122	219	101
242	221	108
159	225	76
191	227	239
277	227	91
119	237	104
136	239	79
294	242	256
90	243	301
289	250	75
159	254	250
237	258	114
222	264	139
279	265	82
153	266	51
276	281	110
126	291	217
98	297	340
156	297	232
234	313	319
96	314	354
259	321	319
137	330	11
85	332	357
236	346	338
80	349	3
