51
155	33	169
238	33	205
222	41	28
154	46	158
252	59	212
274	64	53
141	65	340
210	97	200
201	102	37
250	116	62
209	127	214
148	135	143
231	141	70
156	147	346
149	165	346
227	169	84
144	170	128
213	176	105
194	184	212
200	185	264
248	188	87
159	189	122
317	197	246
201	198	142
180	201	285
291	203	73
261	209	87
120	210	302
249	210	98
132	215	315
179	216	323
92	221	298
123	237	328
249	237	110
143	239	332
207	240	149
216	251	308
178	260	338
280	273	243
94	275	321
130	278	338
189	280	166
215	280	335
266	281	214
140	285	345
127	296	352
269	302	177
239	305	166
144	309	354
157	322	0
140	351	177
