41
225	30	51
247	53	233
214	56	224
195	75	211
154	90	135
96	95	104
132	103	311
191	103	212
71	120	281
172	138	107
179	140	48
174	145	90
179	149	58
180	162	68
159	181	70
85	184	79
125	188	72
269	197	37
251	198	233
167	202	248
100	230	246
244	230	217
218	232	224
267	235	215
153	237	235
72	250	215
272	250	197
213	251	211
200	254	212
114	256	221
161	257	212
253	260	197
190	266	204
113	275	208
224	276	188
147	278	210
165	280	207
272	284	183
108	288	200
85	304	188
174	320	187
