40
300	15	212
267	17	203
200	36	156
222	36	166
252	45	191
277	69	59
265	86	222
357	88	253
169	117	312
210	120	8
301	126	246
365	131	259
226	134	183
316	154	73
334	158	248
174	163	115
205	164	114
215	166	111
131	171	117
217	172	98
224	175	84
134	200	107
202	221	97
111	249	84
215	276	252
109	280	253
165	283	253
146	288	248
307	299	212
197	300	235
240	307	242
143	317	232
126	318	222
282	326	218
224	330	224
166	333	226
153	351	211
176	356	208
171	361	24
244	363	205
